2025-11-16 17:07:27.398 | INFO     | Core.Utils.ComponentRegistry:register_component:273 - ✅ Registered component: graph_builder (general)
2025-11-16 17:08:16.221 | INFO     | Core.Common.Utils:prase_json_from_response:229 - JSON data successfully extracted.
2025-11-16 17:08:16.320 | WARNING  | Core.Indexing.IndexManagerFactory:_load_index:288 - Failed to load index: 'utf-8' codec can't decode byte 0xef in position 51: invalid continuation byte
2025-11-16 17:08:16.667 | INFO     | Core.Engine.GraphRAGEngine:_build_retriever_context:271 - 🔧 Building retrieval context
2025-11-16 17:08:16.676 | INFO     | Core.Engine.GraphRAGEngine:process_documents:239 - ✅ Document processing workflow completed
2025-11-16 17:08:16.676 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: If the search space contains very deep branches wi...
2025-11-16 17:08:16.836 | WARNING  | Core.Retriever.BaseRetriever:_initialize_entity_chunk_count:185 - Entity-relationship matrices not available, skipping entity-chunk count initialization
2025-11-16 17:08:18.411 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:18.412 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Depth-ﬁrst search always expands at least as many ...
2025-11-16 17:08:19.959 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:19.960 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: h(n)=0 is an admissible heuristic for the 8-puzzle...
2025-11-16 17:08:21.358 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:21.358 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Breadth-ﬁrst search is complete even if zero step ...
2025-11-16 17:08:22.907 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:22.908 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Assume that a rook can move on a chessboard any nu...
2025-11-16 17:08:23.889 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:23.890 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Prim’s and Kruskal’s algorithms always return the ...
2025-11-16 17:08:25.168 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:25.169 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The MST can be used to find the shortest path betw...
2025-11-16 17:08:26.624 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:26.625 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Prim’s algorithm for computing the MST only works ...
2025-11-16 17:08:27.640 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:27.641 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: A∗ is of no use in robotics because percepts, stat...
2025-11-16 17:08:28.874 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:28.875 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Greedy best-first search is neither complete nor o...
2025-11-16 17:08:30.515 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:30.515 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: When you delete an item from an unordered array, i...
2025-11-16 17:08:31.162 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:31.163 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: In an unordered array, it’s generally faster to fi...
2025-11-16 17:08:33.252 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:33.253 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The base 2 logarithm of 100 is 2....
2025-11-16 17:08:33.876 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:33.877 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The bubble sort always ends up comparing every ite...
2025-11-16 17:08:35.566 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:35.567 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: If there are N items, the bubble sort makes exactl...
2025-11-16 17:08:36.534 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:36.534 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: A stack or a queue often serves as the underlying ...
2025-11-16 17:08:37.069 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:37.070 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Pushing and popping items on a stack and inserting...
2025-11-16 17:08:37.765 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:37.766 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: A good interval sequence for the Shellsort is crea...
2025-11-16 17:08:38.837 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:38.838 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: In quicksort, the pivot can be an arbitrary elemen...
2025-11-16 17:08:39.841 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:39.842 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: You can speed up quicksort if you stop partitionin...
2025-11-16 17:08:40.373 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:40.374 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Not all trees are binary trees....
2025-11-16 17:08:41.463 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:41.463 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Deleting a node with one child from a binary searc...
2025-11-16 17:08:42.899 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:42.900 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The red-black rules rearrange the nodes in a tree ...
2025-11-16 17:08:43.772 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:43.773 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: A possible hash function for strings involves mult...
2025-11-16 17:08:45.307 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:45.308 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: In linear probing an unsuccessful search takes lon...
2025-11-16 17:08:46.327 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:46.327 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: In external hashing, it’s important that the recor...
2025-11-16 17:08:46.803 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:46.803 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: HFC transmission rate shared among users....
2025-11-16 17:08:47.476 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:47.477 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Collisions are possible in a downstream HFC channe...
2025-11-16 17:08:48.130 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:48.130 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Two distinct Web pages can be sent over the same p...
2025-11-16 17:08:48.969 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:48.969 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: With nonpersistent connections between browser and...
2025-11-16 17:08:49.444 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:49.444 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The Date: header in the HTTP response message indi...
2025-11-16 17:08:50.259 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:50.259 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: HTTP response messages never have an empty message...
2025-11-16 17:08:51.462 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:51.462 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Obtain the HTTP/1.1 specification (RFC 2616). The ...
2025-11-16 17:08:51.992 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:08:51.993 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Obtain the HTTP/1.1 specification (RFC 2616). Eith...
2025-11-16 17:09:08.278 | INFO     | Core.Common.Utils:prase_json_from_response:229 - JSON data successfully extracted.
2025-11-16 17:09:08.278 | WARNING  | Core.Querying.QueryProcessorFactory:_extract_query_entities:99 - Named entities is not a list: <class 'str'>
2025-11-16 17:09:08.278 | WARNING  | Core.Retriever.BaseRetriever:_validate_input:247 - node_datas is empty
2025-11-16 17:09:09.640 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:09.641 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Consider the scenario introduced in the previous p...
2025-11-16 17:09:10.750 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:10.751 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Consider the scenario introduced in the previous p...
2025-11-16 17:09:12.209 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:12.209 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose Bob joins a BitTorrent torrent, but he doe...
2025-11-16 17:09:13.843 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:13.843 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose Bob joins a BitTorrent torrent, but he doe...
2025-11-16 17:09:14.940 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:14.941 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Is it possible for an application to enjoy reliabl...
2025-11-16 17:09:16.173 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:16.173 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose a process in Host C has a UDP socket with ...
2025-11-16 17:09:17.789 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:17.789 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Host A is sending Host B a large file over a TCP c...
2025-11-16 17:09:18.611 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:18.612 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The size of the TCP rwnd never changes throughout ...
2025-11-16 17:09:19.555 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:19.556 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose Host A is sending Host B a large file over...
2025-11-16 17:09:21.348 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:21.348 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose Host A is sending a large file to Host B o...
2025-11-16 17:09:22.583 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:22.583 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The TCP segment has a field in its header for rwnd...
2025-11-16 17:09:23.144 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:23.144 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose that the last SampleRTT in a TCP connectio...
2025-11-16 17:09:24.408 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:24.409 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose Host A sends one segment with sequence num...
2025-11-16 17:09:25.163 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:25.163 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Consider congestion control in TCP. When the timer...
2025-11-16 17:09:25.713 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:25.714 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose Client A initiates a Telnet session with S...
2025-11-16 17:09:27.192 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:27.192 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Suppose that the UDP receiver computes the Interne...
2025-11-16 17:09:28.195 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:28.196 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: With the SR protocol, it is possible for the sende...
2025-11-16 17:09:29.812 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:29.812 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: The alternating-bit protocol is the same as the SR...
2025-11-16 17:09:31.119 | INFO     | Core.Engine.GraphRAGEngine:execute_query:576 - ✅ Query execution completed
2025-11-16 17:09:31.120 | INFO     | Core.Engine.GraphRAGEngine:execute_query:571 - 🔍 Executing query: Routers have IP addresses....
